timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Type,Elapsed,Response Time
1.74E+12,11,/jforum/templates/default/images/folder_announce.gif-458,200,,User1N 5-10,bin,TRUE,,552,526,18,51,http://172.26.129.206:8080/jforum/templates/default/images/folder_announce.gif,11,0,0,,,,,,,Type54,,
1.74E+12,11,/jforum/ping_session.jsp-629,200,,Admin2 2-2,text,TRUE,,543,542,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/hottestTopics/list.page-280,200,,Admin 1-9,text,TRUE,,5642,543,8,51,http://172.26.129.206:8080/jforum/hottestTopics/list.page,12,0,0,,,,,,,Type36,,
1.74E+12,12,/jforum/templates/default/mobile/styles/mobile.css-477,200,,User1N 5-9,text,TRUE,,5147,475,18,51,http://172.26.129.206:8080/jforum/templates/default/mobile/styles/mobile.css,11,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/templates/default/images/folder_wiki.gif-463,200,,User1N 5-19,bin,TRUE,,677,522,18,51,http://172.26.129.206:8080/jforum/templates/default/images/folder_wiki.gif,12,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/templates/default/images/icon_mini_profile.gif-256,200,,Admin 1-21,bin,TRUE,,481,490,8,51,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_profile.gif,12,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/ping_session.jsp-629,200,,Admin2 2-18,text,TRUE,,543,542,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,39,/jforum/adminBanner/list.page-642,200,,Admin2 2-4,text,TRUE,,6713,1800,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=7ICA-J7AR-QR9X-N5T6-5YAI-RTQB-026M-59HL,11,0,0,,,,,,,Type8,,
1.74E+12,11,/jforum/adminBanner/list.page-642-0,302,,Admin2 2-4,,TRUE,,215,553,25,51,http://172.26.129.206:8080/jforum/adminBanner/list.page,11,0,0,,,,,,,Type8,,
1.74E+12,11,/jforum/adminBanner/list.page-642-1,302,,Admin2 2-4,,TRUE,,250,606,25,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=7ICA-J7AR-QR9X-N5T6-5YAI-RTQB-026M-59HL,11,0,0,,,,,,,Type8,,
1.74E+12,15,/jforum/adminBanner/list.page-642-2,200,,Admin2 2-4,text,TRUE,,6248,641,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=7ICA-J7AR-QR9X-N5T6-5YAI-RTQB-026M-59HL,14,0,0,,,,,,,Type8,,
1.74E+12,10,/jforum/templates/default/images/icon_delete.gif-270,200,,Admin 1-24,bin,TRUE,,524,543,8,51,http://172.26.129.206:8080/jforum/templates/default/images/icon_delete.gif,9,0,0,,,,,,,Type54,,
1.74E+12,38,/jforum/adminAttachments/configurations.page-238,200,,Admin 1-23,text,TRUE,,6713,1755,8,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=2AJB-EEX9-FTK7-QO4A-HEGK-JU0Y-OKQD-AX7R,13,0,0,,,,,,,Type5,,
1.74E+12,9,/jforum/ping_session.jsp-615,200,,Admin2 2-14,text,TRUE,,543,567,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/adminAttachments/configurations.page-238-0,302,,Admin 1-23,,TRUE,,215,548,8,51,http://172.26.129.206:8080/jforum/adminAttachments/configurations.page,13,0,0,,,,,,,Type5,,
1.74E+12,12,/jforum/adminAttachments/configurations.page-238-1,302,,Admin 1-23,,TRUE,,250,586,8,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=2AJB-EEX9-FTK7-QO4A-HEGK-JU0Y-OKQD-AX7R,12,0,0,,,,,,,Type5,,
1.74E+12,13,/jforum/adminAttachments/configurations.page-238-2,200,,Admin 1-23,text,TRUE,,6248,621,8,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=2AJB-EEX9-FTK7-QO4A-HEGK-JU0Y-OKQD-AX7R,13,0,0,,,,,,,Type5,,
1.74E+12,11,/jforum/pm/send.page-441,200,,User1N 5-6,text,TRUE,,6239,543,18,51,http://172.26.129.206:8080/jforum/pm/send.page,10,0,0,,,,,,,Type44,,
1.74E+12,10,/jforum/ping_session.jsp-641,200,,Admin2 2-5,text,TRUE,,543,551,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,10,0,0,,,,,,,Type41,,
1.74E+12,55,/jforum/jforum.page-630,200,,Admin2 2-15,text,TRUE,,16270,2098,25,51,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-630-0,302,,Admin2 2-15,,TRUE,,197,813,25,51,http://172.26.129.206:8080/jforum/jforum.page,14,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/jforum.page-630-1,301,,Admin2 2-15,text,TRUE,,161,665,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=CSX8-GNSE-3DVH-0ZD5-MZUS-99ZE-VOBU-REE6,13,0,0,,,,,,,Type38,,
1.74E+12,28,/jforum/jforum.page-630-2,200,,Admin2 2-15,text,TRUE,,15912,620,25,51,http://172.26.129.206:8080/jforum/install.jsp,21,0,9,,,,,,,Type38,,
1.74E+12,42,/jforum/adminCache/list.page-640,200,,Admin2 2-3,text,TRUE,,6713,1799,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=A0WY-568D-0L1Z-H8TN-X22J-PE0O-MXVO-PTO8,16,0,0,,,,,,,Type12,,
1.74E+12,16,/jforum/adminCache/list.page-640-0,302,,Admin2 2-3,,TRUE,,215,552,25,51,http://172.26.129.206:8080/jforum/adminCache/list.page,16,0,0,,,,,,,Type12,,
1.74E+12,13,/jforum/adminCache/list.page-640-1,302,,Admin2 2-3,,TRUE,,250,606,25,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=A0WY-568D-0L1Z-H8TN-X22J-PE0O-MXVO-PTO8,13,0,0,,,,,,,Type12,,
1.74E+12,12,/jforum/adminCache/list.page-640-2,200,,Admin2 2-3,text,TRUE,,6248,641,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=A0WY-568D-0L1Z-H8TN-X22J-PE0O-MXVO-PTO8,11,0,0,,,,,,,Type12,,
1.74E+12,9,/jforum/templates/default/mobile/images/up_arrow.png-481,200,,User1N 5-2,bin,TRUE,,346,531,18,51,http://172.26.129.206:8080/jforum/templates/default/mobile/images/up_arrow.png,9,0,0,,,,,,,Type54,,
1.74E+12,36,/jforum/adminBoardStats/list.page-574,200,,Admin2 2-24,text,TRUE,,6713,1804,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=ENN3-GYTA-72UI-E1Y7-ZAA8-WVLG-9M3N-OE7V,13,0,0,,,,,,,Type11,,
1.74E+12,13,/jforum/adminBoardStats/list.page-574-0,302,,Admin2 2-24,,TRUE,,215,557,25,51,http://172.26.129.206:8080/jforum/adminBoardStats/list.page,13,0,0,,,,,,,Type11,,
1.74E+12,10,/jforum/adminBoardStats/list.page-574-1,302,,Admin2 2-24,,TRUE,,250,606,25,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=ENN3-GYTA-72UI-E1Y7-ZAA8-WVLG-9M3N-OE7V,10,0,0,,,,,,,Type11,,
1.74E+12,12,/jforum/adminBoardStats/list.page-574-2,200,,Admin2 2-24,text,TRUE,,6248,641,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=ENN3-GYTA-72UI-E1Y7-ZAA8-WVLG-9M3N-OE7V,11,0,0,,,,,,,Type11,,
1.74E+12,58,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263,200,,Admin 1-10,text,TRUE,,16270,3937,8,51,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-0,302,,Admin 1-10,,TRUE,,197,2768,8,51,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,14,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-1,301,,Admin 1-10,text,TRUE,,161,607,8,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YOXG-AP22-7U61-W79N-IKCZ-UDMJ-LBB6-5ATL,12,0,0,,,,,,,Type38,,
1.74E+12,32,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-2,200,,Admin 1-10,text,TRUE,,15912,562,8,51,http://172.26.129.206:8080/jforum/install.jsp,23,0,9,,,,,,,Type38,,
1.74E+12,12,/jforum/templates/default/images/folder_new_hot.gif-459,200,,User1N 5-10,bin,TRUE,,1406,525,18,51,http://172.26.129.206:8080/jforum/templates/default/images/folder_new_hot.gif,12,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/ping_session.jsp-627,200,,Admin2 2-16,text,TRUE,,543,542,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-281,200,,Admin 1-9,text,TRUE,,543,534,8,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/templates/default/mobile/styles/en_US.css-478,200,,User1N 5-9,text,TRUE,,310,474,18,51,http://172.26.129.206:8080/jforum/templates/default/mobile/styles/en_US.css,11,0,0,,,,,,,Type54,,
1.74E+12,11,/jforum/templates/default/images/topic_move.gif-464,200,,User1N 5-19,bin,TRUE,,561,521,18,51,http://172.26.129.206:8080/jforum/templates/default/images/topic_move.gif,11,0,0,,,,,,,Type54,,
1.74E+12,11,/jforum/templates/default/images/icon_mini_message.gif-257,200,,Admin 1-21,bin,TRUE,,477,490,8,51,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_message.gif,11,0,0,,,,,,,Type54,,
1.74E+12,374,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468,200,,User1N 5-24,text,TRUE,,16270,4440,18,51,http://172.26.129.206:8080/jforum/install.jsp,19,0,0,,,,,,,Type38,,
1.74E+12,19,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-0,302,,User1N 5-24,,TRUE,,197,3231,18,51,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,19,0,0,,,,,,,Type38,,
1.74E+12,326,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-1,301,,User1N 5-24,text,TRUE,,161,627,18,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=OF99-L8PV-W51O-QVO5-DTGF-8RYN-GAVE-NGMO,326,0,0,,,,,,,Type38,,
1.74E+12,29,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-2,200,,User1N 5-24,text,TRUE,,15912,582,18,51,http://172.26.129.206:8080/jforum/install.jsp,20,0,11,,,,,,,Type38,,
1.74E+12,12,/jforum/ping_session.jsp-643,200,,Admin2 2-4,text,TRUE,,543,552,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,377,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468,200,,User1N 5-23,text,TRUE,,16270,4580,18,51,http://172.26.129.206:8080/jforum/install.jsp,18,0,0,,,,,,,Type38,,
1.74E+12,18,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-0,302,,User1N 5-23,,TRUE,,197,3371,18,51,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,18,0,0,,,,,,,Type38,,
1.74E+12,11,/jforum/templates/default/images/icon_up.gif-271,200,,Admin 1-24,bin,TRUE,,599,539,8,51,http://172.26.129.206:8080/jforum/templates/default/images/icon_up.gif,11,0,0,,,,,,,Type54,,
1.74E+12,329,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-1,301,,User1N 5-23,text,TRUE,,161,627,18,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=UG49-DM8O-ULH1-O2FS-WJ83-CAPO-YTAV-3JG9,329,0,0,,,,,,,Type38,,
1.74E+12,29,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-468-2,200,,User1N 5-23,text,TRUE,,15912,582,18,51,http://172.26.129.206:8080/jforum/install.jsp,20,0,10,,,,,,,Type38,,
1.74E+12,14,/jforum/posts/list/0/1.page-429,200,,User1N 5-22,text,TRUE,,6302,610,18,51,http://172.26.129.206:8080/jforum/posts/list/0/1.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,14,0,0,,,,,,,Type47,,
1.74E+12,60,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-437,200,,User1N 5-8,text,TRUE,,16270,4233,18,51,http://172.26.129.206:8080/jforum/install.jsp,17,0,0,,,,,,,Type38,,
1.74E+12,17,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-437-0,302,,User1N 5-8,,TRUE,,197,3024,18,51,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,17,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-437-1,301,,User1N 5-8,text,TRUE,,161,627,18,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=W11C-B88G-CUAE-YI05-FXQI-AVTW-THB9-TCLN,12,0,0,,,,,,,Type38,,
1.74E+12,31,/jforum/jforum.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB-437-2,200,,User1N 5-8,text,TRUE,,15912,582,18,51,http://172.26.129.206:8080/jforum/install.jsp,23,0,12,,,,,,,Type38,,
1.74E+12,13,/jforum/ping_session.jsp-442,200,,User1N 5-6,text,TRUE,,543,543,18,51,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,14,/jforum/ping_session.jsp-239,200,,Admin 1-23,text,TRUE,,543,547,8,51,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-631,200,,Admin2 2-15,text,TRUE,,543,542,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,11,/jforum/ping_session.jsp-575,200,,Admin2 2-24,text,TRUE,,543,556,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/ping_session.jsp-641,200,,Admin2 2-3,text,TRUE,,543,551,25,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/hottestTopics/list.page-482,200,,User1N 5-2,text,TRUE,,5642,595,18,51,http://172.26.129.206:8080/jforum/hottestTopics/list.page?nonMobile=true,14,0,0,,,,,,,Type36,,
1.74E+12,37,/jforum/adminBoardStats/list.page-574,200,,Admin2 2-20,text,TRUE,,6713,1804,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=KN0N-MHQT-F5VR-R7YW-JTQM-ALW8-UXUN-ON8H,12,0,0,,,,,,,Type11,,
1.74E+12,11,/jforum/templates/default/images/folder_hot.gif-460,200,,User1N 5-10,bin,TRUE,,1425,521,18,51,http://172.26.129.206:8080/jforum/templates/default/images/folder_hot.gif,11,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/adminBoardStats/list.page-574-0,302,,Admin2 2-20,,TRUE,,215,557,25,51,http://172.26.129.206:8080/jforum/adminBoardStats/list.page,12,0,0,,,,,,,Type11,,
1.74E+12,10,/jforum/adminBoardStats/list.page-574-1,302,,Admin2 2-20,,TRUE,,250,606,25,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=KN0N-MHQT-F5VR-R7YW-JTQM-ALW8-UXUN-ON8H,10,0,0,,,,,,,Type11,,
1.74E+12,15,/jforum/adminBoardStats/list.page-574-2,200,,Admin2 2-20,text,TRUE,,6248,641,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=KN0N-MHQT-F5VR-R7YW-JTQM-ALW8-UXUN-ON8H,14,0,0,,,,,,,Type11,,
1.74E+12,14,/jforum/posts/list/0/2.page-265,200,,Admin 1-10,text,TRUE,,5258,592,8,51,http://172.26.129.206:8080/jforum/posts/list/0/2.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,13,0,0,,,,,,,Type47,,
1.74E+12,13,/jforum/templates/default/mobile/images/logo.jpg-479,200,,User1N 5-9,bin,TRUE,,9393,527,18,51,http://172.26.129.206:8080/jforum/templates/default/mobile/images/logo.jpg,12,0,0,,,,,,,Type54,,
1.74E+12,13,/jforum/posts/insert/1.page-465,200,,User1N 5-19,text,TRUE,,5298,555,18,51,http://172.26.129.206:8080/jforum/posts/insert/1.page,13,0,0,,,,,,,Type46,,
1.74E+12,12,/jforum/ping_session.jsp-432,200,,User1N 5-22,text,TRUE,,543,606,18,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,13,/jforum/ping_session.jsp-469,200,,User1N 5-24,text,TRUE,,543,598,18,51,http://172.26.129.206:8080/jforum/ping_session.jsp,13,0,0,,,,,,,Type41,,
1.74E+12,12,/jforum/templates/default/images/icon_bookmark.gif-272,200,,Admin 1-24,bin,TRUE,,1333,545,8,51,http://172.26.129.206:8080/jforum/templates/default/images/icon_bookmark.gif,12,0,0,,,,,,,Type54,,
1.74E+12,12,/jforum/ping_session.jsp-469,200,,User1N 5-23,text,TRUE,,543,598,18,51,http://172.26.129.206:8080/jforum/ping_session.jsp,12,0,0,,,,,,,Type41,,
1.74E+12,14,/jforum/ping_session.jsp-258,200,,Admin 1-21,text,TRUE,,543,527,8,51,http://172.26.129.206:8080/jforum/ping_session.jsp,14,0,0,,,,,,,Type41,,
1.74E+12,31,/jforum/forums/list.page-486,200,,User1N 5-12,text,TRUE,,27908,644,18,51,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=WH48-6ISJ-WE29-KUVS-KMIK-HDBI-9CFZ-A7WB,21,0,0,,,,,,,Type32,,
1.74E+12,11,/jforum/ping_session.jsp-438,200,,User1N 5-8,text,TRUE,,543,598,18,51,http://172.26.129.206:8080/jforum/ping_session.jsp,11,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/pm/findUser.page-443,200,,User1N 5-6,text,TRUE,,2067,546,18,51,http://172.26.129.206:8080/jforum/pm/findUser.page,15,0,0,,,,,,,Type42,,
1.74E+12,38,/jforum/jforum.page-578,200,,Admin2 2-21,text,TRUE,,6720,2188,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=5L4E-1M33-807H-DY4M-FAQQ-FP0Z-9SPW-HH94,11,0,0,,,,,,,Type38,,
1.74E+12,11,/jforum/jforum.page-578-0,302,,Admin2 2-21,,TRUE,,215,761,25,51,http://172.26.129.206:8080/jforum/jforum.page,11,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page-578-1,302,,Admin2 2-21,,TRUE,,250,696,25,51,http://172.26.129.206:8080/jforum/admBase/login.page?OWASP_CSRFTOKEN=5L4E-1M33-807H-DY4M-FAQQ-FP0Z-9SPW-HH94,12,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-578-2,200,,Admin2 2-21,text,TRUE,,6255,731,25,51,http://172.26.129.206:8080/jforum/user/login.page?returnPath=/jforum/admBase/login.page&OWASP_CSRFTOKEN=5L4E-1M33-807H-DY4M-FAQQ-FP0Z-9SPW-HH94,14,0,0,,,,,,,Type38,,
1.74E+12,67,/jforum/jforum.page-618,200,,Admin2 2-10,text,TRUE,,16270,2261,25,51,http://172.26.129.206:8080/jforum/install.jsp,17,0,0,,,,,,,Type38,,
1.74E+12,17,/jforum/jforum.page-618-0,302,,Admin2 2-10,,TRUE,,197,976,25,51,http://172.26.129.206:8080/jforum/jforum.page,17,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/jforum.page-618-1,301,,Admin2 2-10,text,TRUE,,161,665,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=27RA-C947-YRRQ-D616-R3V5-HFHB-998H-8W2C,13,0,0,,,,,,,Type38,,
1.74E+12,37,/jforum/jforum.page-618-2,200,,Admin2 2-10,text,TRUE,,15912,620,25,51,http://172.26.129.206:8080/jforum/install.jsp,23,0,11,,,,,,,Type38,,
1.74E+12,56,/jforum/jforum.page-628,200,,Admin2 2-17,text,TRUE,,16270,2097,25,51,http://172.26.129.206:8080/jforum/install.jsp,16,0,0,,,,,,,Type38,,
1.74E+12,66,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263,200,,Admin 1-25,text,TRUE,,16270,3871,8,51,http://172.26.129.206:8080/jforum/install.jsp,15,0,0,,,,,,,Type38,,
1.74E+12,16,/jforum/jforum.page-628-0,302,,Admin2 2-17,,TRUE,,197,812,25,51,http://172.26.129.206:8080/jforum/jforum.page,16,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-0,302,,Admin 1-25,,TRUE,,197,2702,8,51,http://172.26.129.206:8080/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z,15,0,0,,,,,,,Type38,,
1.74E+12,9,/jforum/jforum.page-628-1,301,,Admin2 2-17,text,TRUE,,161,665,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=VPWV-CIKO-ZAPD-U5UA-RBW2-WBMM-YA61-IEIM,9,0,0,,,,,,,Type38,,
1.74E+12,30,/jforum/jforum.page-628-2,200,,Admin2 2-17,text,TRUE,,15912,620,25,51,http://172.26.129.206:8080/jforum/install.jsp,20,0,8,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-1,301,,Admin 1-25,text,TRUE,,161,607,8,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=5DWC-ZV7M-SW4O-O9P0-6DF9-0F7Z-CIBS-K92E,11,0,0,,,,,,,Type38,,
1.74E+12,38,/jforum/jforum.page?OWASP_CSRFTOKEN=ZDOX-JOSN-4MXP-XQ3F-MROR-U7SS-R2SK-819Z-263-2,200,,Admin 1-25,text,TRUE,,15912,562,8,51,http://172.26.129.206:8080/jforum/install.jsp,23,0,10,,,,,,,Type38,,
1.74E+12,455,/jforum/jforum.page-590,200,,Admin2 2-1,text,TRUE,,16270,5139,25,51,http://172.26.129.206:8080/jforum/install.jsp,404,0,0,,,,,,,Type38,,
1.74E+12,404,/jforum/jforum.page-590-0,302,,Admin2 2-1,,TRUE,,197,3834,25,51,http://172.26.129.206:8080/jforum/jforum.page,404,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-590-1,301,,Admin2 2-1,text,TRUE,,161,675,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=KEHQ-N99C-76KA-F7H8-57TZ-3YD4-SOLF-5Y96,13,0,0,,,,,,,Type38,,
1.74E+12,36,/jforum/jforum.page-590-2,200,,Admin2 2-1,text,TRUE,,15912,630,25,51,http://172.26.129.206:8080/jforum/install.jsp,22,0,10,,,,,,,Type38,,
1.74E+12,58,/jforum/jforum.page-620,200,,Admin2 2-19,text,TRUE,,16270,2260,25,51,http://172.26.129.206:8080/jforum/install.jsp,16,0,0,,,,,,,Type38,,
1.74E+12,57,/jforum/jforum.page-630,200,,Admin2 2-7,text,TRUE,,16270,2098,25,51,http://172.26.129.206:8080/jforum/install.jsp,15,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-630-0,302,,Admin2 2-7,,TRUE,,197,813,25,51,http://172.26.129.206:8080/jforum/jforum.page,15,0,0,,,,,,,Type38,,
1.74E+12,9,/jforum/jforum.page-630-1,301,,Admin2 2-7,text,TRUE,,161,665,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=FETP-760A-ZUK9-YH5Z-7JO0-BQIY-581D-EOI0,9,0,0,,,,,,,Type38,,
1.74E+12,33,/jforum/jforum.page-630-2,200,,Admin2 2-7,text,TRUE,,15912,620,25,51,http://172.26.129.206:8080/jforum/install.jsp,23,0,10,,,,,,,Type38,,
1.74E+12,16,/jforum/jforum.page-620-0,302,,Admin2 2-19,,TRUE,,197,975,25,51,http://172.26.129.206:8080/jforum/jforum.page,16,0,0,,,,,,,Type38,,
1.74E+12,10,/jforum/jforum.page-620-1,301,,Admin2 2-19,text,TRUE,,161,665,25,51,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=GGAS-L9ZH-Y4HK-9IWP-OE6H-9OEQ-HFUH-5ZFV,9,0,0,,,,,,,Type38,,
1.74E+12,32,/jforum/jforum.page-620-2,200,,Admin2 2-19,text,TRUE,,15912,620,25,51,http://172.26.129.206:8080/jforum/install.jsp,22,0,9,,,,,,,Type38,,
1.74E+12,14,/jforum/templates/default/images/unwatch.gif-273,200,,Admin 1-24,bin,TRUE,,1231,539,8,51,http://172.26.129.206:8080/jforum/templates/default/images/unwatch.gif,14,0,0,,,,,,,Type54,,
